# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
3.3964954022292982e-06 2.8579556858982446e-38 3.501985374753163e-38 6.375238994373165e-38 1.0803400432620967e-37 3.2553473038849217e-37 1.8218043777789847e-35 1.4720652664599002e-32 2.5941258266412286e-32
3.4756900533236943e-06 2.863221147909522e-38 3.50989461012792e-38 6.401498052826483e-38 1.087875672886962e-37 3.3150844332246752e-37 1.9622195466667723e-35 1.6026286677522386e-32 2.8348522338870105e-32
3.5567312527036693e-06 2.8685062971218865e-38 3.5178400274018963e-38 6.427975509470765e-38 1.0955164126378024e-37 3.3767278614228304e-37 2.1148982730298662e-35 1.7484108219469002e-32 3.1187462229255475e-32
3.6396620555569646e-06 2.873811222250755e-38 3.525821842446927e-38 6.454673986923914e-38 1.1032643998106484e-37 3.4403581845626615e-37 2.280969537161989e-35 1.9031875514494894e-32 3.409331468116833e-32
3.7245265209709786e-06 2.8791360293829325e-38 3.533840298240362e-38 6.48159623536753e-38 1.1111218533424488e-37 3.5060603657473983e-37 2.461677306625754e-35 2.071429888772417e-32 3.72753638564084e-32
3.811369735340273e-06 2.8844808203792657e-38 3.5418956323992116e-38 6.5087450252298e-38 1.1190910443906156e-37 3.573923689640632e-37 2.6583798675277646e-35 2.2543120520809173e-32 4.076009097230213e-32
3.900237836319859e-06 2.8898456982500183e-38 3.549988085284886e-38 6.536123175042828e-38 1.1271743060597628e-37 3.6440420980682437e-37 2.872563304247152e-35 2.4531142777537203e-32 4.457652505421414e-32
3.991178037336996e-06 2.8952307671413375e-38 3.5581179000022876e-38 6.563733552380824e-38 1.1353740354203548e-37 3.716514471145841e-37 3.1058534134868513e-35 2.669232883586581e-32 4.875648855991172e-32
4.0842386526745176e-06 2.900636132321251e-38 3.566285322403885e-38 6.591579074823702e-38 1.1436926956049703e-37 3.791444927543697e-37 3.36002872008219e-35 2.90419130483382e-32 5.333486670501097e-32
4.179469123139017e-06 2.906061900214911e-38 3.5744906011153e-38 6.619662710947405e-38 1.152132817985501e-37 3.868943145329546e-37 3.637034700077479e-35 3.1596521948563955e-32 5.834990277760712e-32
4.2769200423275275e-06 2.9115081783580154e-38 3.5827339875402027e-38 6.647987481341132e-38 1.16069700443475e-37 3.949124704947652e-37 3.938999327658056e-35 3.4374306908315003e-32 6.384352195099078e-32
